Periodo,Regiao ,Instituicao,No Total de Partos,No Cesarianas
2016-07,Regiao de Saude LVT,"Centro Hospitalar Barreiro/Montijo, EPE",802,229
2016-07,Regiao de Saude LVT,"Centro Hospitalar Medio Tejo, EPE",468,126
2016-07,Regiao de Saude LVT,"Hospital de Vila Franca de Xira, PPP",966,271
2016-07,Regiao de Saude LVT,"Hospital Garcia de Orta, EPE",1530,395
2016-07,Regiao de Saude Norte,"Centro Hospitalar do Porto, EPE",1833,520
2016-07,Regiao de Saude Norte,"Hospital da Senhora da Oliveira, Guimaraes, EPE",1198,325
2016-07,Regiao de Saude Norte,"Hospital Santa Maria Maior, EPE",,
2016-08,Regiao de Saude do Alentejo,"Unidade Local de Saude do Baixo Alentejo, EPE",720,198
2016-08,Regiao de Saude do Centro,"Centro Hospitalar Tondela-Viseu, EPE",1310,293
2016-08,Regiao de Saude LVT,Centro Hospitalar Psiquiatrico de Lisboa,,
2016-08,Regiao de Saude LVT,Instituto Gama Pinto,,
2016-08,Regiao de Saude Norte,"Centro Hospitalar do Porto, EPE",2102,602
2016-08,Regiao de Saude Norte,"Centro Hospitalar Entre Douro e Vouga, EPE",1087,276
2016-08,Regiao de Saude Norte,"Centro Hospitalar Povoa de Varzim/Vila do Conde, EPE",534,164
2016-08,Regiao de Saude Norte,"Hospital de Braga, PPP",1950,537
2016-08,Regiao de Saude Norte,"Hospital Santa Maria Maior, EPE",,
2016-09,Regiao de Saude do Centro,"Centro Hospitalar e Universitario de Coimbra, EPE",3667,955
2016-09,Regiao de Saude do Centro,Hospital Arcebispo Joao Crisostomo,,
2016-09,Regiao de Saude LVT,"Centro Hospitalar de Lisboa Central, EPE",2645,732
2016-09,Regiao de Saude LVT,Centro Hospitalar do Oeste,1076,340
2016-09,Regiao de Saude LVT,"Hospital de Vila Franca de Xira, PPP",1249,361
2016-09,Regiao de Saude Norte,"Centro Hospitalar do Medio Ave, EPE",921,339
2016-09,Regiao de Saude Norte,"Centro Hospitalar Tamega e Sousa, EPE",1787,458
2016-09,Regiao de Saude Norte,"Hospital da Senhora da Oliveira, Guimaraes, EPE",1595,434
2016-10,Regiao de Saude do Alentejo,"Hospital Espirito Santo de Evora, EPE",960,258
2016-10,Regiao de Saude do Algarve,"Centro Hospitalar do Algarve, EPE",3120,804
2016-10,Regiao de Saude do Centro,"Centro Hospitalar do Baixo Vouga, EPE",1422,372
2016-10,Regiao de Saude do Centro,Hospital Arcebispo Joao Crisostomo,,
2016-10,Regiao de Saude do Centro,"Instituto Portugues Oncologia de Coimbra, EPE",,
2016-10,Regiao de Saude LVT,Centro Hospitalar do Oeste,1183,368
2016-10,Regiao de Saude LVT,"Centro Hospitalar Lisboa Norte, EPE",2011,490
2016-10,Regiao de Saude LVT,"Hospital de Cascais, PPP",2108,562
2016-10,Regiao de Saude LVT,"Hospital Fernando da Fonseca, EPE",2218,613
2016-10,Regiao de Saude LVT,Instituto Gama Pinto,,
2016-10,Regiao de Saude Norte,"Centro Hospitalar Povoa de Varzim/Vila do Conde, EPE",721,213
2016-10,Regiao de Saude Norte,"Centro Hospitalar Tras-os-Montes e Alto Douro, EPE",1168,386
2016-10,Regiao de Saude Norte,"Hospital Santa Maria Maior, EPE",,
2016-10,Regiao de Saude Norte,"Instituto Portugues Oncologia do Porto, EPE",,
2016-10,Regiao de Saude Norte,"Unidade Local de Saude de Matosinhos, EPE",1307,361
2016-11,Regiao de Saude do Alentejo,"Unidade Local de Saude do Norte Alentejo, EPE",462,133
2016-11,Regiao de Saude do Centro,"Centro Hospitalar de Leiria, EPE",1847,521
2016-11,Regiao de Saude do Centro,"Centro Hospitalar Tondela-Viseu, EPE",1810,395
2016-11,Regiao de Saude do Centro,Hospital Arcebispo Joao Crisostomo,,
2016-11,Regiao de Saude do Centro,"Instituto Portugues Oncologia de Coimbra, EPE",,
2016-11,Regiao de Saude LVT,"Centro Hospitalar Medio Tejo, EPE",731,188
2016-11,Regiao de Saude LVT,"Hospital de Loures, PPP",2333,459
2016-11,Regiao de Saude Norte,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE",1544,488
2016-11,Regiao de Saude Norte,"Unidade Local de Saude do Alto Minho, EPE",1394,383
2016-12,Regiao de Saude do Centro,"Centro Hospitalar de Leiria, EPE",2000,564
2016-12,Regiao de Saude do Centro,"Centro Hospitalar e Universitario de Coimbra, EPE",4885,1264
2016-12,Regiao de Saude do Centro,"Hospital Distrital da Figueira da Foz, EPE",,
2016-12,Regiao de Saude do Centro,"Instituto Portugues Oncologia de Coimbra, EPE",,
2016-12,Regiao de Saude do Centro,"Unidade Local de Saude da Guarda, EPE",572,229
2016-12,Regiao de Saude LVT,"Centro Hospitalar de Lisboa Central, EPE",3616,1007
2016-12,Regiao de Saude LVT,"Centro Hospitalar Medio Tejo, EPE",795,206
2016-12,Regiao de Saude LVT,"Instituto Portugues Oncologia de Lisboa, EPE",,
2016-12,Regiao de Saude Norte,"Centro Hospitalar do Medio Ave, EPE",1225,439
2016-12,Regiao de Saude Norte,"Centro Hospitalar Entre Douro e Vouga, EPE",1646,417
2016-12,Regiao de Saude Norte,"Unidade Local de Saude de Matosinhos, EPE",1590,442
2017-01,Regiao de Saude do Algarve,"Centro Hospitalar do Algarve, EPE",321,84
2017-01,Regiao de Saude do Centro,"Centro Hospitalar Cova da Beira, EPE",45,17
2017-01,Regiao de Saude do Centro,Hospital Arcebispo Joao Crisostomo,,
2017-01,Regiao de Saude do Centro,Hospital Dr. Francisco Zagalo,,
2017-01,Regiao de Saude do Centro,"Instituto Portugues Oncologia de Coimbra, EPE",,
2017-01,Regiao de Saude LVT,"Centro Hospitalar Barreiro/Montijo, EPE",118,36
2017-01,Regiao de Saude LVT,"Centro Hospitalar Medio Tejo, EPE",57,15
2017-01,Regiao de Saude LVT,Centro Hospitalar Psiquiatrico de Lisboa,,
2017-01,Regiao de Saude LVT,"Hospital Fernando da Fonseca, EPE",185,60
2017-01,Regiao de Saude Norte,"Centro Hospitalar do Medio Ave, EPE",94,28
2017-01,Regiao de Saude Norte,"Instituto Portugues Oncologia do Porto, EPE",,
2017-01,Regiao de Saude Norte,"Unidade Local de Saude de Matosinhos, EPE",125,32
2014-06,Regiao de Saude do Centro,"Centro Hospitalar e Universitario de Coimbra, EPE",2208,598
2014-05,Regiao de Saude Norte,"Centro Hospitalar Tras-os-Montes e Alto Douro, EPE",480,169
2014-05,Regiao de Saude do Alentejo,"Hospital Espirito Santo de Evora, EPE",372,149
2014-05,Regiao de Saude LVT,"Centro Hospitalar de Lisboa Ocidental, EPE",901,250
2014-05,Regiao de Saude Norte,"Centro Hospitalar do Medio Ave, EPE",477,136
2014-05,Regiao de Saude Norte,"Centro Hospitalar do Alto Ave, EPE",772,239
2014-06,Regiao de Saude do Centro,"Centro Hospitalar de Leiria, EPE",822,260
2014-05,Regiao de Saude Norte,"Centro Hospitalar do Porto, EPE",1047,312
2014-05,Regiao de Saude Norte,"Hospital de Braga, PPP",982,299
2014-05,Regiao de Saude LVT,Instituto Gama Pinto,,
2014-06,Regiao de Saude Norte,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE",774,222
2014-07,Regiao de Saude LVT,"Centro Hospitalar de Lisboa Ocidental, EPE",1279,361
2014-06,Regiao de Saude Norte,"Centro Hospitalar do Medio Ave, EPE",573,168
2014-07,Regiao de Saude Norte,"Centro Hospitalar de Sao Joao, EPE",1444,373
2014-07,Regiao de Saude do Centro,"Centro Hospitalar de Leiria, EPE",981,298
2014-07,Regiao de Saude LVT,"Centro Hospitalar Lisboa Norte, EPE",1247,324
2014-07,Regiao de Saude LVT,"Hospital Distrital de Santarem, EPE",644,173
2014-07,Regiao de Saude LVT,"Hospital de Cascais, PPP",1284,365
2014-08,Regiao de Saude do Centro,"Unidade Local de Saude de Castelo Branco, EPE",214,61
2014-08,Regiao de Saude do Centro,"Centro Hospitalar do Baixo Vouga, EPE",1056,247
2014-08,Regiao de Saude do Centro,"Centro Hospitalar Tondela-Viseu, EPE",1170,303
2014-07,Regiao de Saude Norte,"Unidade Local de Saude de Matosinhos, EPE",831,226
2014-08,Regiao de Saude LVT,"Centro Hospitalar de Lisboa Central, EPE",2330,704
2014-08,Regiao de Saude do Centro,"Centro Hospitalar de Leiria, EPE",1166,357
2014-08,Regiao de Saude LVT,"Centro Hospitalar Lisboa Norte, EPE",1448,374
2014-08,Regiao de Saude LVT,"Centro Hospitalar Medio Tejo, EPE",523,152
2014-08,Regiao de Saude do Centro,Hospital Dr. Francisco Zagalo,,
2014-07,Regiao de Saude Norte,"Hospital de Magalhaes Lemos, EPE",,
2014-05,Regiao de Saude do Centro,"Unidade Local de Saude de Castelo Branco, EPE",145,46
2014-05,Regiao de Saude LVT,"Centro Hospitalar de Lisboa Central, EPE",1407,423
2014-05,Regiao de Saude Norte,"Unidade Local de Saude do Nordeste, EPE",214,81
2014-05,Regiao de Saude Norte,"Centro Hospitalar de Sao Joao, EPE",1003,268
2014-05,Regiao de Saude LVT,"Hospital Distrital de Santarem, EPE",441,117
2014-05,Regiao de Saude LVT,"Centro Hospitalar Medio Tejo, EPE",312,94
2014-05,Regiao de Saude LVT,Centro Hospitalar do Oeste,594,158
2014-05,Regiao de Saude do Centro,"Hospital Distrital da Figueira da Foz, EPE",,
2014-05,Regiao de Saude LVT,Centro Hospitalar Psiquiatrico de Lisboa,,
2014-05,Regiao de Saude do Centro,Hospital Jose Luciano de Castro,,
2014-08,Regiao de Saude Norte,"Centro Hospitalar Tras-os-Montes e Alto Douro, EPE",805,264
2014-09,Regiao de Saude do Alentejo,"Unidade Local de Saude do Baixo Alentejo, EPE",771,166
2014-09,Regiao de Saude do Centro,"Centro Hospitalar do Baixo Vouga, EPE",1195,282
2014-08,Regiao de Saude Norte,"Unidade Local de Saude de Matosinhos, EPE",957,255
2014-08,Regiao de Saude Norte,"Centro Hospitalar do Medio Ave, EPE",795,242
2014-08,Regiao de Saude Norte,"Centro Hospitalar do Porto, EPE",1740,536
2013-08,Regiao de Saude do Alentejo,"Unidade Local de Saude do Baixo Alentejo, EPE",680,175
2013-09,Regiao de Saude do Centro,"Centro Hospitalar Cova da Beira, EPE",460,138
2013-08,Regiao de Saude Norte,"Unidade Local de Saude de Matosinhos, EPE",919,274
2013-08,Regiao de Saude Norte,"Unidade Local de Saude do Nordeste, EPE",341,137
2013-08,Regiao de Saude Norte,"Centro Hospitalar de Sao Joao, EPE",1605,418
2013-08,Regiao de Saude LVT,"Centro Hospitalar Lisboa Norte, EPE",1453,393
2013-08,Regiao de Saude LVT,"Centro Hospitalar de Setubal, EPE",1044,318
2013-08,Regiao de Saude LVT,Centro Hospitalar do Oeste,1074,301
2013-08,Regiao de Saude LVT,"Instituto Portugues Oncologia de Lisboa, EPE",,
2013-08,Regiao de Saude LVT,Instituto Gama Pinto,,
2013-02,Regiao de Saude Norte,"Centro Hospitalar Tras-os-Montes e Alto Douro, EPE",243,106
2013-10,Regiao de Saude do Centro,"Unidade Local de Saude de Castelo Branco, EPE",313,85
2013-10,Regiao de Saude Norte,"Centro Hospitalar de Sao Joao, EPE",2044,527
2013-10,Regiao de Saude LVT,"Centro Hospitalar Lisboa Norte, EPE",1839,503
2013-10,Regiao de Saude LVT,"Hospital Fernando da Fonseca, EPE",2195,783
2013-10,Regiao de Saude LVT,"Hospital de Cascais, PPP",1913,581
2013-10,Regiao de Saude do Centro,"Instituto Portugues Oncologia de Coimbra, EPE",,
2013-10,Regiao de Saude LVT,"Instituto Portugues Oncologia de Lisboa, EPE",,
2013-10,Regiao de Saude do Centro,Hospital Arcebispo Joao Crisostomo,,
2013-10,Regiao de Saude LVT,Centro Hospitalar Psiquiatrico de Lisboa,,
2013-07,Regiao de Saude do Alentejo,"Hospital Espirito Santo de Evora, EPE",631,225
2013-06,Regiao de Saude Norte,"Unidade Local de Saude do Alto Minho, EPE",694,208
2013-07,Regiao de Saude do Centro,"Centro Hospitalar do Baixo Vouga, EPE",961,296
2013-07,Regiao de Saude do Centro,"Centro Hospitalar Tondela-Viseu, EPE",1108,335
2013-06,Regiao de Saude Norte,"Hospital de Braga, PPP",1233,366
2013-06,Regiao de Saude Norte,"Instituto Portugues Oncologia do Porto, EPE",,
2013-06,Regiao de Saude LVT,"Instituto Portugues Oncologia de Lisboa, EPE",,
2013-07,Regiao de Saude do Centro,Hospital Arcebispo Joao Crisostomo,,
2013-06,Regiao de Saude Norte,"Hospital de Magalhaes Lemos, EPE",,
2013-06,Regiao de Saude LVT,Instituto Gama Pinto,,
2013-10,Regiao de Saude do Alentejo,"Unidade Local de Saude do Norte Alentejo, EPE",477,165
2013-09,Regiao de Saude Norte,"Centro Hospitalar Entre Douro e Vouga, EPE",1297,331
2013-09,Regiao de Saude do Centro,"Centro Hospitalar Tondela-Viseu, EPE",1450,431
2013-10,Regiao de Saude do Centro,"Centro Hospitalar Tondela-Viseu, EPE",1604,470
2013-09,Regiao de Saude Norte,"Centro Hospitalar de Sao Joao, EPE",1814,474
2013-09,Regiao de Saude Norte,"Centro Hospitalar do Alto Ave, EPE",1517,458
2013-10,Regiao de Saude do Centro,"Centro Hospitalar de Leiria, EPE",1499,414
2013-09,Regiao de Saude Norte,"Centro Hospitalar do Porto, EPE",2150,778
2013-09,Regiao de Saude LVT,"Hospital Garcia de Orta, EPE",1883,411
2013-09,Regiao de Saude Norte,"Hospital de Braga, PPP",1910,574
2013-04,Regiao de Saude do Alentejo,"Unidade Local de Saude do Baixo Alentejo, EPE",334,85
2013-03,Regiao de Saude Norte,"Centro Hospitalar Tamega e Sousa, EPE",575,152
2013-04,Regiao de Saude LVT,"Centro Hospitalar de Lisboa Central, EPE",1213,351
2013-03,Regiao de Saude Norte,"Unidade Local de Saude do Nordeste, EPE",117,35
2013-04,Regiao de Saude do Centro,"Centro Hospitalar de Leiria, EPE",532,154
2013-04,Regiao de Saude LVT,"Hospital de Vila Franca de Xira, PPP",333,93
2013-03,Regiao de Saude LVT,Centro Hospitalar do Oeste,420,125
2013-03,Regiao de Saude LVT,"Hospital de Loures, PPP",522,117
2013-04,Regiao de Saude LVT,"Hospital de Loures, PPP",665,149
2013-04,Regiao de Saude LVT,Centro Hospitalar Psiquiatrico de Lisboa,,
2013-06,Regiao de Saude do Centro,"Unidade Local de Saude de Castelo Branco, EPE",184,54
2013-05,Regiao de Saude Norte,"Centro Hospitalar Tamega e Sousa, EPE",939,244
2013-05,Regiao de Saude Norte,"Centro Hospitalar do Alto Ave, EPE",819,259
2013-06,Regiao de Saude do Centro,"Centro Hospitalar de Leiria, EPE",841,241
2013-05,Regiao de Saude LVT,"Hospital Distrital de Santarem, EPE",469,150
2013-06,Regiao de Saude LVT,"Hospital Distrital de Santarem, EPE",566,179
2013-06,Regiao de Saude LVT,"Hospital Garcia de Orta, EPE",1210,285
2013-05,Regiao de Saude Norte,"Instituto Portugues Oncologia do Porto, EPE",,
2013-05,Regiao de Saude LVT,"Instituto Portugues Oncologia de Lisboa, EPE",,
2013-05,Regiao de Saude LVT,Instituto Gama Pinto,,
2013-02,Regiao de Saude do Centro,"Centro Hospitalar de Leiria, EPE",271,80
2013-02,Regiao de Saude LVT,"Centro Hospitalar Lisboa Norte, EPE",350,96
2013-02,Regiao de Saude LVT,"Hospital Distrital de Santarem, EPE",210,72
2013-02,Regiao de Saude LVT,"Hospital Fernando da Fonseca, EPE",408,167
2013-02,Regiao de Saude LVT,"Hospital Garcia de Orta, EPE",382,107
2013-01,Regiao de Saude LVT,"Hospital Garcia de Orta, EPE",217,57
2013-01,Regiao de Saude LVT,Centro Hospitalar do Oeste,142,50
2016-03,Regiao de Saude do Alentejo,"Unidade Local de Saude do Norte Alentejo, EPE",116,28
2016-03,Regiao de Saude do Centro,"Centro Hospitalar de Leiria, EPE",502,135
2016-03,Regiao de Saude do Centro,"Centro Hospitalar e Universitario de Coimbra, EPE",1126,294
2016-03,Regiao de Saude LVT,"Centro Hospitalar de Lisboa Central, EPE",802,255
2016-03,Regiao de Saude LVT,"Centro Hospitalar de Setubal, EPE",340,119
2016-03,Regiao de Saude LVT,Centro Hospitalar do Oeste,350,99
2016-03,Regiao de Saude LVT,Centro Hospitalar Psiquiatrico de Lisboa,,
2016-03,Regiao de Saude LVT,"Hospital Distrital de Santarem, EPE",286,83
2016-03,Regiao de Saude LVT,Instituto Gama Pinto,,
2016-03,Regiao de Saude Norte,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE",408,138
2016-03,Regiao de Saude Norte,"Hospital Santa Maria Maior, EPE",,
2016-03,Regiao de Saude Norte,"Unidade Local de Saude do Alto Minho, EPE",335,95
2016-04,Regiao de Saude do Alentejo,"Hospital Espirito Santo de Evora, EPE",364,98
2016-04,Regiao de Saude do Centro,"Centro Hospitalar Cova da Beira, EPE",183,65
2016-04,Regiao de Saude do Centro,"Unidade Local de Saude da Guarda, EPE",199,75
2016-04,Regiao de Saude do Centro,"Unidade Local de Saude de Castelo Branco, EPE",133,36
2016-04,Regiao de Saude LVT,Centro Hospitalar do Oeste,462,132
2016-04,Regiao de Saude LVT,"Centro Hospitalar Lisboa Norte, EPE",781,190
2016-04,Regiao de Saude LVT,"Hospital de Cascais, PPP",836,244
2016-04,Regiao de Saude LVT,"Hospital Fernando da Fonseca, EPE",874,246
2016-04,Regiao de Saude LVT,Instituto Gama Pinto,,
2016-04,Regiao de Saude Norte,"Centro Hospitalar de Sao Joao, EPE",833,245
2016-04,Regiao de Saude Norte,"Centro Hospitalar do Medio Ave, EPE",374,133
2016-04,Regiao de Saude Norte,"Centro Hospitalar do Porto, EPE",1034,285
2016-04,Regiao de Saude Norte,"Centro Hospitalar Tras-os-Montes e Alto Douro, EPE",444,161
2016-05,Regiao de Saude do Centro,"Instituto Portugues Oncologia de Coimbra, EPE",,
2016-05,Regiao de Saude LVT,"Hospital de Cascais, PPP",1048,305
2016-05,Regiao de Saude Norte,"Centro Hospitalar Entre Douro e Vouga, EPE",669,158
2016-05,Regiao de Saude Norte,"Centro Hospitalar Tamega e Sousa, EPE",935,268
2016-05,Regiao de Saude Norte,"Hospital de Braga, PPP",1159,301
2016-05,Regiao de Saude Norte,"Unidade Local de Saude do Nordeste, EPE",207,90
2016-06,Regiao de Saude do Centro,"Centro Hospitalar e Universitario de Coimbra, EPE",2332,641
2016-06,Regiao de Saude do Centro,Hospital Arcebispo Joao Crisostomo,,
2016-06,Regiao de Saude LVT,Centro Hospitalar Psiquiatrico de Lisboa,,
2016-06,Regiao de Saude LVT,"Hospital Distrital de Santarem, EPE",564,163
2016-06,Regiao de Saude LVT,"Hospital Fernando da Fonseca, EPE",1333,380
2016-06,Regiao de Saude LVT,"Instituto Portugues Oncologia de Lisboa, EPE",,
2016-06,Regiao de Saude Norte,"Centro Hospitalar Entre Douro e Vouga, EPE",799,200
2016-06,Regiao de Saude Norte,"Hospital da Senhora da Oliveira, Guimaraes, EPE",1003,286
2016-06,Regiao de Saude Norte,"Hospital de Magalhaes Lemos, EPE",,
2016-06,Regiao de Saude Norte,"Hospital Santa Maria Maior, EPE",,
2016-07,Regiao de Saude do Alentejo,"Unidade Local de Saude do Litoral Alentejano, EPE",,
2016-07,Regiao de Saude do Algarve,"Centro Hospitalar do Algarve, EPE",2110,537
2016-07,Regiao de Saude do Centro,"Centro Hospitalar e Universitario de Coimbra, EPE",2755,735
2016-07,Regiao de Saude do Centro,"Centro Hospitalar Tondela-Viseu, EPE",1150,248
2016-07,Regiao de Saude do Centro,"Hospital Distrital da Figueira da Foz, EPE",,
2016-07,Regiao de Saude do Centro,"Unidade Local de Saude de Castelo Branco, EPE",230,60
2016-07,Regiao de Saude LVT,"Centro Hospitalar de Lisboa Central, EPE",2026,578
2016-07,Regiao de Saude LVT,"Centro Hospitalar Lisboa Norte, EPE",1409,350
2016-07,Regiao de Saude LVT,Centro Hospitalar Psiquiatrico de Lisboa,,
2016-07,Regiao de Saude LVT,"Hospital Distrital de Santarem, EPE",673,189
2016-07,Regiao de Saude Norte,"Centro Hospitalar de Sao Joao, EPE",1452,423
2016-07,Regiao de Saude Norte,"Centro Hospitalar Entre Douro e Vouga, EPE",949,233
2016-07,Regiao de Saude Norte,"Hospital de Magalhaes Lemos, EPE",,
2016-08,Regiao de Saude do Alentejo,"Unidade Local de Saude do Litoral Alentejano, EPE",,
2016-08,Regiao de Saude do Centro,"Centro Hospitalar Cova da Beira, EPE",348,135
2016-08,Regiao de Saude do Centro,"Centro Hospitalar de Leiria, EPE",1350,380
2016-08,Regiao de Saude LVT,"Centro Hospitalar de Setubal, EPE",1018,317
2016-08,Regiao de Saude LVT,"Centro Hospitalar Lisboa Norte, EPE",1594,392
2016-08,Regiao de Saude Norte,"Centro Hospitalar do Medio Ave, EPE",813,302
2016-08,Regiao de Saude Norte,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE",1116,379
2016-08,Regiao de Saude Norte,"Hospital de Magalhaes Lemos, EPE",,
2016-09,Regiao de Saude do Alentejo,"Unidade Local de Saude do Litoral Alentejano, EPE",,
2016-09,Regiao de Saude do Centro,"Centro Hospitalar Cova da Beira, EPE",391,150
2016-09,Regiao de Saude do Centro,"Centro Hospitalar de Leiria, EPE",1529,431
2016-09,Regiao de Saude do Centro,"Centro Hospitalar do Baixo Vouga, EPE",1273,327
2016-09,Regiao de Saude do Centro,"Centro Hospitalar Tondela-Viseu, EPE",1494,336
2016-09,Regiao de Saude do Centro,"Hospital Distrital da Figueira da Foz, EPE",,
2016-09,Regiao de Saude do Centro,"Unidade Local de Saude de Castelo Branco, EPE",306,79
2016-09,Regiao de Saude LVT,"Centro Hospitalar de Lisboa Ocidental, EPE",1886,499
2016-09,Regiao de Saude LVT,"Centro Hospitalar Lisboa Norte, EPE",1828,447
2016-09,Regiao de Saude LVT,"Hospital Garcia de Orta, EPE",2031,523
2016-09,Regiao de Saude Norte,"Centro Hospitalar Entre Douro e Vouga, EPE",1225,314
